LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,TotRmsAbvGrd,YrSold,SalePrice,LotArea_scaled,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
19900,12.0,1Story,6.0,4.0,1970,Gable,CompShg,7,2010,180000,0.08693823178854379,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
10665,5.0,1Story,6.0,4.0,2003,Gable,CompShg,7,2007,226000,0.04377293229568347,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
4608,17.0,1Story,3.0,5.0,1945,Gable,CompShg,4,2010,80000,0.015461917782607679,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
15593,4.0,1.5Fin,6.0,3.0,1953,Gable,CompShg,7,2006,225000,0.06680688962116432,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
13651,12.0,1Story,6.0,5.0,1973,Gable,CompShg,8,2007,244000,0.05772979036668303,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
7599,11.0,1Story,3.0,5.0,1982,Gable,CompShg,4,2007,129500,0.02944214634602351,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
10141,8.0,2Story,6.0,4.0,1998,Gable,CompShg,7,2009,185000,0.041323704690457826,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
10200,12.0,1Story,4.0,6.0,1954,Gable,CompShg,6,2010,144900,0.04159947650096987,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
5790,17.0,2Story,2.0,5.0,1915,Gambrel,CompShg,8,2010,107400,0.02098670218981514,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
1596,10.0,SLvl,3.0,4.0,1973,Gable,CompShg,5,2009,91000,0.0013835331510434921,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
8475,12.0,1Story,3.0,6.0,1956,Gable,CompShg,4,2008,135750,0.03353665661735493,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
8635,3.0,1.5Fin,4.0,4.0,1948,Gable,CompShg,6,2008,127000,0.03428451237467573,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
10778,19.0,1Story,3.0,4.0,1968,Hip,CompShg,8,2010,136500,0.04430110542429129,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
10440,17.0,2Story,4.0,5.0,1910,Gable,CompShg,5,2009,110000,0.042721260136951086,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
13000,12.0,2Story,5.0,5.0,1968,Gable,CompShg,8,2009,193500,0.054686952254083994,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
4500,11.0,1Story,5.0,4.0,1998,Hip,CompShg,5,2006,153500,0.014957115146416133,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
10206,21.0,1Story,7.0,4.0,2007,Gable,CompShg,6,2008,245000,0.0416275210918694,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
8892,12.0,1Story,4.0,4.0,1960,Gable,CompShg,6,2007,126500,0.03548575568487228,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
8530,8.0,SLvl,6.0,4.0,1995,Gable,CompShg,7,2009,168500,0.03379373203393395,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
16059,15.0,2Story,7.0,4.0,1991,Hip,CompShg,9,2006,260000,0.06898501951436117,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
11911,8.0,2Story,5.0,4.0,2005,Gable,CompShg,6,2009,174000,0.04959685900581925,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
3951,21.0,2Story,5.0,4.0,2009,Gable,CompShg,4,2009,164500,0.012391035079109117,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
8470,9.0,1.5Fin,2.0,1.0,1915,Hip,CompShg,6,2009,85000,0.03351328612493865,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
8070,5.0,1Story,3.0,4.0,1994,Gable,CompShg,5,2007,123600,0.03164364673163663,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
7200,12.0,1Story,3.0,4.0,1950,Gable,CompShg,4,2006,109900,0.027577181051204748,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
8500,12.0,1Story,4.0,2.0,1961,Hip,CompShg,6,2006,98600,0.0336535090794363,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
13360,6.0,1Story,4.0,6.0,1921,Gable,CompShg,5,2009,163500,0.05636962770805581,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
7200,17.0,2.5Unf,5.0,5.0,1910,Hip,CompShg,9,2007,133900,0.027577181051204748,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
9337,5.0,2Story,5.0,4.0,1997,Gable,CompShg,7,2007,204750,0.03756572950992077,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
9765,8.0,2Story,5.0,7.0,1993,Gable,CompShg,6,2009,185000,0.03956624366075393,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
10264,5.0,1Story,6.0,4.0,1999,Gable,CompShg,6,2006,214000,0.0418986188038982,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
10921,7.0,1Story,3.0,4.0,1965,Hip,CompShg,6,2007,94750,0.04496950150739676,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False
10625,7.0,1Story,4.0,4.0,1920,Gable,CompShg,5,2010,83000,0.04358596835635327,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
9320,12.0,1Story,3.0,4.0,1959,Gable,CompShg,6,2010,128950,0.03748626983570544,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
10603,14.0,1Story,5.0,6.0,1977,Gable,CompShg,6,2010,205000,0.04348313818972165,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
9206,20.0,2Story,5.0,4.0,1985,Gable,CompShg,7,2010,178000,0.03695342260861436,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
7018,20.0,1Story,4.0,4.0,1979,Gable,CompShg,8,2009,118964,0.02672649512725233,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
10402,5.0,1Story,6.0,4.0,2009,Gable,CompShg,6,2010,198900,0.04254364439458739,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
7758,9.0,1.5Fin,6.0,3.0,1931,Gable,CompShg,7,2007,169500,0.03018532800486106,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
9375,21.0,2Story,7.0,4.0,2003,Hip,CompShg,9,2008,250000,0.03774334525228446,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
10800,17.0,1Story,3.0,6.0,1885,Mansard,CompShg,6,2007,100000,0.0444039355909229,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
6000,17.0,1Story,4.0,4.0,1948,Gable,CompShg,5,2008,115000,0.0219682628712987,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
8500,9.0,1.5Fin,4.0,6.0,1919,Gable,CompShg,7,2007,115000,0.0336535090794363,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
11751,14.0,1Story,5.0,5.0,1977,Hip,CompShg,7,2010,190000,0.048849003248498446,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
9525,7.0,1.5Fin,5.0,3.0,1954,Gable,CompShg,7,2006,136900,0.03844446002477272,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
7750,8.0,SLvl,6.0,4.0,2000,Gable,CompShg,7,2010,180000,0.03014793521699502,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
9965,5.0,2Story,6.0,4.0,2007,Gable,CompShg,10,2007,383970,0.040501063357404936,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
21000,6.0,1Story,5.0,4.0,1953,Hip,CompShg,7,2007,217000,0.09207974012012432,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
7259,6.0,2Story,5.0,7.0,1945,Gambrel,CompShg,9,2007,259500,0.027852952861716795,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
3230,21.0,2Story,5.0,4.0,1999,Gable,CompShg,5,2007,176000,0.009021010072682231,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
11616,19.0,1Story,4.0,4.0,1962,Gable,CompShg,6,2009,139000,0.04821799995325901,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
8536,7.0,1Story,4.0,4.0,2006,Gable,CompShg,5,2007,155000,0.03382177662483348,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
12376,20.0,2Story,6.0,4.0,1990,Hip,CompShg,11,2010,320000,0.051770314800532846,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
8461,5.0,2Story,5.0,4.0,2005,Gable,CompShg,8,2006,163990,0.03347121923858935,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
21453,4.0,SLvl,5.0,4.0,1969,Flat,Metal,4,2006,180000,0.09419710673303885,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
6060,9.0,1.5Fin,3.0,4.0,1939,Gable,CompShg,4,2007,100000,0.022248708780294,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
9464,12.0,1Story,5.0,6.0,1958,Hip,CompShg,5,2008,136000,0.038159340017294166,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
7892,20.0,1Story,5.0,4.0,1993,Gable,CompShg,5,2008,153900,0.030811657201617236,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
17043,14.0,1Story,5.0,4.0,1979,Gable,CompShg,7,2009,181000,0.07358433242188411,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
6780,9.0,1.5Fin,5.0,7.0,1935,Gable,CompShg,5,2006,84500,0.025614059688237628,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
4928,13.0,1Story,5.0,4.0,1976,Gable,CompShg,5,2007,128000,0.016957629297249293,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
4388,17.0,1.5Unf,4.0,6.0,1930,Gable,CompShg,5,2007,87000,0.01443361611629157,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
7590,12.0,2Story,5.0,4.0,1966,Gable,CompShg,6,2006,155000,0.02940007945967421,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
8973,12.0,1Story,4.0,6.0,1958,Gable,CompShg,6,2006,150000,0.035864357662015935,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
14200,12.0,2Story,6.0,5.0,1966,Gable,CompShg,8,2006,226000,0.06029587043399005,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
12224,8.0,2Story,5.0,4.0,2000,Gable,CompShg,7,2009,244000,0.05105985183107808,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
7388,12.0,1Story,4.0,5.0,1959,Gable,CompShg,7,2007,150750,0.028455911566056695,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
6853,23.0,1Story,7.0,4.0,2001,Gable,CompShg,6,2009,220000,0.025955268877515245,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
10335,19.0,1Story,4.0,5.0,1968,Gable,CompShg,7,2006,180000,0.0422304797962093,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
10400,14.0,1Story,6.0,5.0,1970,Hip,CompShg,7,2008,174000,0.042534296197620884,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
10355,12.0,1Story,4.0,4.0,1967,Gable,CompShg,5,2007,143000,0.042323961765874406,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
11070,11.0,1Story,6.0,4.0,1988,Gable,CompShg,9,2006,171000,0.04566594218140176,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
9066,5.0,2Story,7.0,4.0,1999,Gable,CompShg,7,2008,230000,0.036299048820958656,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
15426,5.0,2Story,5.0,4.0,1997,Gable,CompShg,7,2009,231500,0.06602631517446073,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
10500,12.0,1Story,3.0,4.0,1971,Gable,CompShg,5,2010,115000,0.043001706045946386,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
11645,5.0,1Story,6.0,4.0,2005,Gable,CompShg,7,2006,260000,0.04835354880927341,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
8520,12.0,1.5Fin,4.0,3.0,1952,Gable,CompShg,6,2010,166000,0.0337469910491014,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
10335,5.0,1Story,6.0,4.0,1999,Gable,CompShg,6,2009,204000,0.0422304797962093,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
9100,19.0,1Story,4.0,4.0,1963,Gable,CompShg,10,2006,125000,0.03645796816938933,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False
2522,7.0,2Story,5.0,4.0,2004,Gable,CompShg,7,2006,130000,0.0057117483465376605,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
6120,3.0,1Story,4.0,6.0,1931,Gable,CompShg,5,2009,105000,0.022529154689289302,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
9505,8.0,2Story,6.0,4.0,2001,Gable,CompShg,8,2010,222500,0.03835097805510762,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
7500,20.0,1Story,6.0,4.0,2004,Gable,CompShg,6,2008,141000,0.02897941059618126,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
6240,3.0,1.5Fin,4.0,3.0,1936,Gable,CompShg,7,2006,115000,0.02309004650727991,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
10356,5.0,1Story,4.0,5.0,1975,Gable,CompShg,5,2007,122000,0.04232863586435766,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
13891,16.0,1Story,7.0,4.0,2007,Hip,CompShg,6,2008,372402,0.05885157400266423,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
14803,14.0,2Story,5.0,4.0,1971,Gable,CompShg,8,2006,190000,0.06311435181939284,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
13500,4.0,1Story,5.0,6.0,1960,Flat,CompShg,4,2008,235000,0.05702400149571151,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
11340,17.0,1Story,5.0,4.0,1923,Gable,CompShg,7,2006,125000,0.04692794877188062,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
9600,7.0,1.5Fin,5.0,4.0,1924,Gable,CompShg,5,2008,79000,0.03879501741101685,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
7200,12.0,1Story,4.0,6.0,1950,Hip,CompShg,5,2006,109500,0.027577181051204748,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
12003,23.0,2Story,7.0,4.0,2009,Gable,CompShg,8,2010,269500,0.050026876066278717,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
12552,21.0,2Story,6.0,4.0,2004,Gable,CompShg,8,2010,254900,0.05259295613358573,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
19378,8.0,2Story,6.0,4.0,2005,Gable,CompShg,9,2006,320000,0.08449835238028464,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
11120,24.0,1Story,5.0,5.0,1984,Gable,CompShg,6,2008,162500,0.04589964710556451,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
13688,16.0,2Story,8.0,4.0,2003,Gable,CompShg,10,2008,412500,0.05790273201056346,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
12182,16.0,1Story,6.0,4.0,2005,Gable,CompShg,7,2010,220000,0.050863539694781364,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
5500,17.0,1.5Unf,3.0,5.0,1956,Gable,CompShg,4,2007,103200,0.019631213629671178,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
5400,17.0,1Story,5.0,6.0,1926,Gable,CompShg,5,2007,152000,0.019163803781345672,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
10106,7.0,1.5Fin,4.0,6.0,1940,Gable,CompShg,6,2008,127500,0.0411601112435439,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
10708,4.0,1Story,4.0,4.0,1955,Hip,CompShg,7,2009,190000,0.04397391853046344,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
10562,16.0,2Story,7.0,4.0,2007,Gable,CompShg,8,2007,325624,0.0432915001519082,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
